FTR,AF,AR,AS,AST,AY,AwayTeam,B365A,B365D,B365H,BWA,BWD,BWH,Bb1X2,BbAH,BbAHh,BbAv<2.5,BbAv>2.5,BbAvA,BbAvAHA,BbAvAHH,BbAvD,BbAvH,BbMx<2.5,BbMx>2.5,BbMxA,BbMxAHA,BbMxAHH,BbMxD,BbMxH,BbOU,,Date,Div,FTAG,FTHG,,GoalFirstHalf,GoalSecondHalf,HC,HF,HR,HS,HST,HTAG,HTHG,HTR,HY,HomeTeam,IWA,IWD,IWH,IsTraining,LBA,LBD,LBH,PSA,PSCA,PSCD,PSCH,PSD,PSH,Referee,SHAG,SHHG,VCA,VCD,VCH,WHA,WHD,WHH,away_away_1_team_corners_against,away_away_1_team_corners_for,away_away_1_team_goals_against,away_away_1_team_goals_for,away_away_1_team_possession,away_away_1_team_shotsoff_against,away_away_1_team_shotsoff_for,away_away_1_team_shotson_against,away_away_1_team_shotson_for,away_away_3_team_corners_against,away_away_3_team_corners_for,away_away_3_team_goals_against,away_away_3_team_goals_for,away_away_3_team_possession,away_away_3_team_shotsoff_against,away_away_3_team_shotsoff_for,away_away_3_team_shotson_against,away_away_3_team_shotson_for,away_away_6_team_corners_against,away_away_6_team_corners_for,away_away_6_team_goals_against,away_away_6_team_goals_for,away_away_6_team_possession,away_away_6_team_shotsoff_against,away_away_6_team_shotsoff_for,away_away_6_team_shotson_against,away_away_6_team_shotson_for,away_direct_team_corners_against,away_direct_team_corners_for,away_direct_team_goals_against,away_direct_team_goals_for,away_direct_team_possession,away_direct_team_shotsoff_against,away_direct_team_shotsoff_for,away_direct_team_shotson_against,away_direct_team_shotson_for,away_home_1_team_corners_against,away_home_1_team_corners_for,away_home_1_team_goals_against,away_home_1_team_goals_for,away_home_1_team_possession,away_home_1_team_shotsoff_against,away_home_1_team_shotsoff_for,away_home_1_team_shotson_against,away_home_1_team_shotson_for,away_home_3_team_corners_against,away_home_3_team_corners_for,away_home_3_team_goals_against,away_home_3_team_goals_for,away_home_3_team_possession,away_home_3_team_shotsoff_against,away_home_3_team_shotsoff_for,away_home_3_team_shotson_against,away_home_3_team_shotson_for,away_home_6_team_corners_against,away_home_6_team_corners_for,away_home_6_team_goals_against,away_home_6_team_goals_for,away_home_6_team_possession,away_home_6_team_shotsoff_against,away_home_6_team_shotsoff_for,away_home_6_team_shotson_against,away_home_6_team_shotson_for,home_away_1_team_corners_against,home_away_1_team_corners_for,home_away_1_team_goals_against,home_away_1_team_goals_for,home_away_1_team_possession,home_away_1_team_shotsoff_against,home_away_1_team_shotsoff_for,home_away_1_team_shotson_against,home_away_1_team_shotson_for,home_away_3_team_corners_against,home_away_3_team_corners_for,home_away_3_team_goals_against,home_away_3_team_goals_for,home_away_3_team_possession,home_away_3_team_shotsoff_against,home_away_3_team_shotsoff_for,home_away_3_team_shotson_against,home_away_3_team_shotson_for,home_away_6_team_corners_against,home_away_6_team_corners_for,home_away_6_team_goals_against,home_away_6_team_goals_for,home_away_6_team_possession,home_away_6_team_shotsoff_against,home_away_6_team_shotsoff_for,home_away_6_team_shotson_against,home_away_6_team_shotson_for,home_direct_team_corners_against,home_direct_team_corners_for,home_direct_team_goals_against,home_direct_team_goals_for,home_direct_team_possession,home_direct_team_shotsoff_against,home_direct_team_shotsoff_for,home_direct_team_shotson_against,home_direct_team_shotson_for,home_home_1_team_corners_against,home_home_1_team_corners_for,home_home_1_team_goals_against,home_home_1_team_goals_for,home_home_1_team_possession,home_home_1_team_shotsoff_against,home_home_1_team_shotsoff_for,home_home_1_team_shotson_against,home_home_1_team_shotson_for,home_home_3_team_corners_against,home_home_3_team_corners_for,home_home_3_team_goals_against,home_home_3_team_goals_for,home_home_3_team_possession,home_home_3_team_shotsoff_against,home_home_3_team_shotsoff_for,home_home_3_team_shotson_against,home_home_3_team_shotson_for,home_home_6_team_corners_against,home_home_6_team_corners_for,home_home_6_team_goals_against,home_home_6_team_goals_for,home_home_6_team_possession,home_home_6_team_shotsoff_against,home_home_6_team_shotsoff_for,home_home_6_team_shotson_against,home_home_6_team_shotson_for
H,10,0,9,6,0,Arsenal,1.65,4.33,5.25,1.62,4.1,5.25,34,17,0.75,2.41,1.55,1.63,1.77,2.12,4.18,5.17,2.55,1.61,1.75,1.82,2.17,4.4,5.65,29,,10/14/2017,E0,1,2,,TRUE,TRUE,2,8,0,11,2,1,0,A,1,Watford,1.75,3.7,4.6,TRUE,1.6,4,5,1.64,1.72,4.2,5,4.37,5.49,N Swarbrick,0,2,1.62,4.4,5.5,1.62,4.2,5.5,1,5,1,0,48.15,5,4,5,9,13,11,1,5,157.7642857,18,12,21,23,29,37,7,8,308.2642857,29,29,36,48,19,23,8,6,266.3130744,14,21,26,32,5,6,0,2,70.6,6,8,3,16,12,23,0,7,204,15,23,8,29,25,53,4,16,387.1666667,26,49,25,76,6,7,2,2,67.15,7,3,5,5,14,19,6,3,181.8404762,16,10,12,16,30,45,11,8,322.8047619,32,20,29,40,19,23,8,6,133.6869256,14,21,26,32,11,3,6,0,37,14,5,10,1,25,9,9,3,130.3785714,34,15,19,6,37,22,15,4,260.6624896,49,25,41,22
D,10,0,13,6,1,Everton,2.4,3.3,3.25,2.35,3.2,3.2,33,17,0.25,1.55,2.43,2.41,2.07,1.81,3.14,3.19,1.61,2.6,2.53,2.14,1.85,3.3,3.3,28,,10/15/2017,E0,1,1,,FALSE,TRUE,7,12,0,12,3,0,0,D,4,Brighton,2.4,3.3,2.95,TRUE,2.4,3,3.2,2.53,2.57,3.15,3.24,3.18,3.22,M Oliver,1,1,2.5,3.1,3.3,2.38,3.2,3.25,1,4,0,4,43.15789474,2,6,5,5,5,17,1,7,124.0578947,10,22,10,26,20,38,2,11,277.5315789,27,38,28,52,,,,,,,,,,3,9,1,0,60.2,1,11,2,14,12,20,5,2,162.7595238,9,24,13,25,31,38,8,4,334.414787,24,39,29,42,5,6,0,2,29.4,6,8,3,16,20,15,1,4,113.8184211,22,20,11,24,22,21,1,6,162.3184211,22,27,15,29,,,,,,,,,,8,2,0,1,55.7,9,1,8,7,24,7,2,5,129.5,21,7,19,14,24,7,2,5,129.5,21,7,19,14
D,12,0,19,5,2,Newcastle,4.5,3.6,1.91,4.5,3.5,1.85,34,17,-0.5,1.72,2.11,4.5,2.03,1.85,3.49,1.85,1.78,2.21,4.9,2.08,1.9,3.6,1.91,30,,10/15/2017,E0,2,2,,TRUE,TRUE,3,11,0,12,2,1,0,A,1,Southampton,4.5,3.6,1.8,TRUE,4.5,3.4,1.83,4.85,4.92,3.57,1.86,3.58,1.87,K Friend,1,2,4.75,3.5,1.87,4.5,3.6,1.85,8,2,0,1,44.3,9,1,8,7,16,16,1,2,120.15,16,8,28,18,27,32,4,8,250.7055556,26,24,39,32,13,31,5,10,203.6111111,17,26,13,18,5,1,1,1,44.33333333,10,1,8,6,15,15,2,6,126.1,21,14,16,16,38,27,6,12,247.4526316,37,22,39,36,6,5,1,3,63.35,10,3,6,7,15,15,2,3,167.4111111,19,14,16,23,31,30,7,9,310.5163743,31,29,27,48,13,31,5,10,196.3888889,17,26,13,18,5,8,1,0,52.52631579,2,5,6,9,11,22,5,3,152.5263158,15,15,17,20,24,46,6,4,329.0052632,33,43,31,47
D,6,0,5,1,2,West Brom,4.2,3.4,2.05,4.1,3.3,2,33,15,-0.25,1.73,2.1,3.99,2.19,1.71,3.32,2.01,1.82,2.18,4.3,2.26,1.78,3.5,2.13,28,,10/16/2017,E0,1,1,,FALSE,TRUE,4,13,0,11,3,0,0,D,2,Leicester,4.1,3.5,1.9,TRUE,3.9,3.25,2,4.28,4.45,3.38,2,3.4,2.03,M Dean,1,1,4,3.4,2.05,4,3.4,2,4,7,0,2,26.7,5,9,3,6,15,14,2,5,113.2277778,13,26,9,15,28,33,6,12,224.130117,21,46,23,31,28,39,11,8,279.7666667,25,35,22,38,6,7,2,2,32.85,7,3,5,5,13,19,3,3,110.95,22,12,15,12,29,37,5,4,236.4631579,40,32,32,30,5,7,0,0,43.36842105,5,12,3,8,12,24,1,4,116.3289474,15,26,13,27,25,47,7,10,225.9432331,25,53,17,53,28,39,11,8,320.2333333,25,35,22,38,6,3,3,3,38.42105263,8,2,10,4,17,11,5,6,126.5710526,15,12,22,12,23,34,12,12,256.7315789,33,33,46,33
A,13,0,7,5,0,Brighton,5.25,3.5,1.83,4.75,3.5,1.8,36,19,-0.75,1.65,2.24,4.96,1.81,2.06,3.42,1.82,1.71,2.36,5.43,1.86,2.11,3.55,1.87,32,,10/20/2017,E0,3,0,,TRUE,TRUE,10,5,0,16,2,2,0,A,1,West Ham,4.3,3.5,1.85,TRUE,4.75,3.3,1.8,5.34,5.54,3.57,1.79,3.53,1.82,M Atkinson,1,0,5.2,3.5,1.83,5,3.3,1.83,5,6,0,2,29.4,6,8,3,16,20,15,1,4,113.8184211,22,20,11,24,22,21,1,6,162.3184211,22,27,15,29,,,,,,,,,,1,7,1,1,42.55,5,6,8,4,15,11,2,5,148.5,19,11,20,15,25,14,3,6,172.05,26,13,27,18,4,7,1,1,41.26315789,2,12,4,6,12,16,1,4,159.6131579,13,23,12,17,20,36,5,12,294.6631579,29,48,23,33,,,,,,,,,,1,2,0,1,41.05,1,2,3,3,7,16,3,5,129.6428571,11,20,14,10,24,31,7,6,242.4897612,33,40,30,29
H,16,0,16,5,3,Watford,10,5.25,1.36,9.25,5,1.35,36,19,-1.25,2.32,1.6,8.7,2.03,1.85,5.02,1.36,2.45,1.67,10,2.1,1.93,5.5,1.4,31,,10/21/2017,E0,2,4,,TRUE,TRUE,6,13,0,14,8,1,1,D,2,Chelsea,8,5.3,1.35,TRUE,9,4.8,1.36,8.95,9.6,5.35,1.37,5.08,1.4,J Moss,1,3,9.5,5.25,1.36,9,5,1.36,6,7,2,2,67.15,7,3,5,5,14,19,6,3,181.8404762,16,10,12,16,30,45,11,8,322.8047619,32,20,29,40,19,24,6,9,179.9342105,16,19,26,29,5,2,1,2,44.9,3,7,7,1,27,8,7,2,131.85,28,18,23,5,40,18,16,5,248.5124896,45,27,40,16,8,5,2,1,54.73684211,11,7,4,6,17,12,8,2,172.8368421,19,15,12,15,32,33,15,2,328.2368421,39,35,28,35,19,24,6,9,220.0657895,16,19,26,29,8,4,1,0,33.05,8,2,11,2,12,15,2,2,139.5,18,12,18,21,21,42,9,14,321.7657895,27,38,25,52
H,12,0,9,3,2,Man United,1.36,5,11,1.33,5.25,9.5,36,19,1.25,1.86,1.95,1.34,1.83,2.05,4.87,10.29,1.92,2.07,1.37,1.88,2.1,5.3,11.73,35,,10/21/2017,E0,1,2,,TRUE,TRUE,4,10,0,5,3,0,2,H,4,Huddersfield,1.35,5.3,8,TRUE,1.33,4.6,10,1.35,1.4,4.9,9.75,5.12,11.73,L Mason,1,0,1.36,5,10,1.33,5,11,3,7,0,0,34.68421053,2,12,3,7,19,20,3,2,144.7078947,11,20,19,20,30,38,8,5,280.3105263,30,35,32,38,,,,,,,,,,5,6,0,4,65.5,7,7,2,7,9,19,0,11,187.5921053,15,21,12,23,18,38,1,18,351.5052632,29,40,25,42,3,5,0,2,58,2,3,5,2,10,18,0,4,161.1571429,9,16,17,11,19,30,2,5,204.0571429,12,23,22,18,,,,,,,,,,7,4,4,0,40.85,7,3,4,2,15,17,5,1,161.0283626,16,13,12,20,18,24,5,2,219.2283626,19,15,21,25
H,6,0,6,0,3,Burnley,26,12,1.11,26,11,1.09,36,19,-2.75,3.66,1.27,23.54,1.87,2,10.5,1.1,3.9,1.3,31,1.93,2.06,12.4,1.15,30,,10/21/2017,E0,0,3,,TRUE,TRUE,4,10,0,15,10,0,1,H,2,Man City,18,7.5,1.15,TRUE,26,11,1.1,23,24,11.5,1.12,12.2,1.12,R East,0,2,22,11.5,1.11,26,9,1.11,3,9,1,0,39.8,1,11,2,14,12,31,3,2,97.18157895,10,37,9,47,22,60,9,7,210.6052632,24,58,22,75,25,25,5,6,140.3394737,28,19,31,24,4,7,1,1,58.73684211,2,12,4,6,21,13,1,2,149.4368421,16,16,21,11,39,25,6,5,310.5646199,24,40,29,23,8,4,1,0,66.95,8,2,11,2,24,9,9,1,192.1404762,31,9,29,7,50,20,17,4,400.2460317,56,18,48,19,25,25,5,6,259.6605263,28,19,31,24,0,5,1,8,78.9,2,8,2,8,5,21,1,19,199.9142857,7,20,8,24,10,44,5,25,399.5421053,15,46,15,49
H,14,0,10,0,2,Crystal Palace,4.2,3.5,2,4.1,3.4,1.95,36,19,-0.25,1.77,2.05,4.05,2.24,1.69,3.41,1.97,1.86,2.12,4.33,2.34,1.73,3.6,2.06,31,,10/21/2017,E0,0,1,,FALSE,TRUE,3,12,0,7,3,0,0,D,4,Newcastle,4.1,3.5,1.9,TRUE,4,3.3,1.95,4.24,4.64,3.65,1.88,3.58,1.98,S Attwell,0,1,4.33,3.5,1.95,4.2,3.1,2.05,5,6,0,4,34.5,7,7,2,7,20,17,0,10,130.2,19,19,17,17,31,33,0,18,236.25,26,36,26,48,19,27,6,10,192.7,10,24,12,20,8,5,2,1,45.26315789,11,7,4,6,14,11,5,1,124.0631579,17,25,14,16,34,40,9,6,277.5842105,25,44,28,31,8,3,2,2,37.42857143,10,6,7,3,21,12,3,3,115.7785714,23,12,26,16,33,24,5,7,243.0230159,33,19,43,28,19,27,6,10,207.3,10,24,12,20,5,1,1,1,44.33333333,10,1,8,6,15,15,2,6,126.1,21,14,16,16,38,27,6,12,247.4526316,37,22,39,36
H,8,0,7,2,1,West Brom,5.25,3.39,1.85,5,3.4,1.8,36,19,-0.75,1.58,2.37,5.04,1.81,2.06,3.37,1.81,1.62,2.48,5.5,1.85,2.11,3.6,1.9,33,,10/21/2017,E0,0,1,,FALSE,TRUE,8,10,0,20,6,0,0,D,0,Southampton,4.1,3.5,1.9,TRUE,5,3.3,1.8,5.49,5.19,3.31,1.9,3.47,1.82,G Scott,0,1,5.5,3.4,1.83,5,3.4,1.83,1,4,1,1,44.26315789,2,4,2,4,11,13,2,6,120.7131579,12,17,9,14,21,32,5,11,222.4488304,22,47,20,29,22,23,3,5,227.75,28,30,23,25,6,7,2,2,32.85,7,3,5,5,13,19,3,3,110.95,22,12,15,12,29,37,5,4,236.4631579,40,32,32,30,6,5,1,3,63.35,10,3,6,7,15,15,2,3,167.4111111,19,14,16,23,31,30,7,9,310.5163743,31,29,27,48,22,23,3,5,372.25,28,30,23,25,8,3,2,2,62.57142857,10,6,7,3,17,18,5,2,154.5977444,19,14,17,17,29,42,8,5,329.9977444,37,44,31,41
A,10,0,7,3,1,Bournemouth,3.6,3.5,2.14,3.4,3.3,2.2,36,20,-0.25,1.87,1.94,3.48,2.03,1.85,3.38,2.15,1.97,2.02,3.8,2.07,1.9,3.5,2.23,32,,10/21/2017,E0,2,1,,TRUE,TRUE,8,17,0,10,2,2,0,A,0,Stoke,3.8,3.4,2,TRUE,3.4,3.3,2.1,3.61,3.62,3.55,2.16,3.44,2.21,L Probert,0,1,3.6,3.5,2.15,3.5,3.3,2.2,5,9,0,1,25,4,7,2,8,14,23,1,6,112.0904762,9,19,9,22,22,46,3,9,288.1799499,17,48,33,43,20,15,7,6,229.8928571,21,20,18,23,5,7,0,0,56.63157895,5,12,3,8,14,15,3,3,160.0726817,19,20,13,17,27,30,8,7,326.408396,45,34,32,36,0,5,1,8,21.1,2,8,2,8,9,22,3,11,142.8833333,17,19,12,14,33,32,6,14,264.7780702,43,31,24,35,20,15,7,6,170.1071429,21,20,18,23,6,5,1,3,36.65,10,3,6,7,17,15,7,5,119.35,18,11,16,17,35,29,11,7,256.7357143,32,26,40,36
A,9,0,11,6,1,Leicester,2.75,3.25,2.79,2.65,3.25,2.75,36,19,0,1.72,2.11,2.65,1.9,1.97,3.21,2.77,1.79,2.21,2.95,1.94,2.05,3.31,2.9,31,,10/21/2017,E0,2,1,,TRUE,TRUE,7,6,0,19,4,1,0,A,0,Swansea,2.95,3.3,2.4,TRUE,2.55,3.2,2.8,2.74,2.71,3.27,2.89,3.31,2.83,M Oliver,1,1,2.7,3.3,2.88,2.62,3.1,2.9,5,7,0,0,43.36842105,5,12,3,8,12,24,1,4,116.3289474,15,26,13,27,25,47,7,10,225.9432331,25,53,17,53,28,26,4,13,266.9333333,25,35,32,28,1,4,1,1,55.73684211,2,4,2,4,16,9,6,5,130.8078947,17,9,20,11,23,28,13,10,265.2184211,29,30,39,32,1,2,0,1,58.95,1,2,3,3,3,14,2,1,153.3842105,7,27,6,20,9,40,5,2,301.1622291,14,57,17,41,28,26,4,13,333.0666667,25,35,32,28,3,5,0,2,42,2,3,5,2,12,17,3,3,153.7595238,8,12,19,14,26,36,8,6,302.2428571,27,31,35,21
A,14,0,30,14,1,Arsenal,2.04,3.6,3.79,1.95,3.6,3.9,35,18,0.25,2.01,1.81,2.01,1.73,2.16,3.52,3.77,2.13,1.87,2.1,1.78,2.24,3.75,4,31,,10/22/2017,E0,5,2,,TRUE,TRUE,0,14,1,8,3,1,1,D,1,Everton,2,3.4,3.8,TRUE,2,3.5,3.6,2.04,1.82,3.88,4.7,3.71,3.84,C Pawson,4,1,2,3.6,4,2.05,3.3,4,5,2,1,2,55.1,3,7,7,1,9,11,2,6,151.15,14,16,14,20,29,25,8,8,321.3642857,26,30,36,36,32,37,7,11,311.9850877,32,37,33,41,5,6,0,2,70.6,6,8,3,16,12,23,0,7,204,15,23,8,29,25,53,4,16,387.1666667,26,49,25,76,1,7,1,1,57.45,5,6,8,4,5,17,1,7,146.0078947,12,18,15,19,17,37,3,12,279.5078947,28,37,34,46,32,37,7,11,288.0149123,32,37,33,41,3,9,1,0,60.2,1,11,2,14,12,20,5,2,162.7595238,9,24,13,25,31,38,8,4,334.414787,24,39,29,42
H,8,0,12,7,1,Liverpool,3.39,3.5,2.25,3.4,3.4,2.15,35,20,-0.25,2.23,1.66,3.32,1.99,1.88,3.48,2.18,2.33,1.7,3.5,2.03,1.93,3.62,2.25,32,,10/22/2017,E0,1,4,,TRUE,TRUE,3,2,0,14,6,1,3,H,0,Tottenham,3.3,3.35,2.2,TRUE,3.2,3.5,2.15,3.4,3.36,3.62,2.24,3.62,2.22,A Marriner,0,1,3.4,3.6,2.2,3.5,3.4,2.15,5,1,1,1,55.66666667,10,1,8,6,14,12,4,10,160.5313283,20,6,22,17,28,22,12,13,343.842695,44,20,42,28,33,47,7,7,289.4111111,36,28,37,45,3,7,0,0,65.31578947,2,12,3,7,8,23,1,5,190.6657895,9,33,8,35,19,33,1,10,393.5849624,14,50,17,76,7,4,4,0,59.15,7,3,4,2,13,15,10,2,166.95,22,16,13,8,27,26,25,4,362.2394737,41,25,39,22,33,47,7,7,310.5888889,36,28,37,45,5,9,0,1,75,4,7,2,8,13,30,1,2,208.6842105,16,31,6,36,24,66,5,6,397.2526316,32,50,15,68
H,9,0,4,2,0,Swansea,12,7,1.25,10.5,6.5,1.25,35,20,-2,2.83,1.41,12.66,1.85,2.01,6.7,1.22,3,1.48,15,1.9,2.07,7.35,1.25,28,,10/28/2017,E0,1,2,,TRUE,TRUE,5,9,0,17,5,1,0,A,0,Arsenal,11,6,1.25,TRUE,13,6.5,1.22,13.5,15,8.3,1.2,7.35,1.24,L Mason,0,2,13,7,1.25,13,7,1.22,1,2,0,1,58.95,1,2,3,3,3,14,2,1,153.3842105,7,27,6,20,9,40,5,2,301.1622291,14,57,17,41,26,31,11,8,263.9605263,27,35,30,51,6,7,1,2,52.85,2,11,10,6,13,17,3,5,140.6595238,6,18,18,14,27,34,9,7,308.2595238,23,38,41,22,7,0,5,2,68.76190476,8,4,15,3,13,7,7,4,172.0119048,16,15,27,13,31,20,11,10,339.4261905,32,27,45,31,26,31,11,8,336.0394737,27,35,30,51,5,6,0,2,70.6,6,8,3,16,12,23,0,7,204,15,23,8,29,25,53,4,16,387.1666667,26,49,25,76
A,5,0,18,5,0,Chelsea,1.61,4.2,6,1.62,4.2,5.25,35,20,1,2.26,1.63,1.62,2.07,1.82,4.14,5.35,2.38,1.7,1.68,2.13,1.85,4.3,6,34,,10/28/2017,E0,1,0,,FALSE,TRUE,5,5,0,7,1,0,0,D,2,Bournemouth,1.6,3.9,5.7,TRUE,1.61,4,5,1.65,1.58,4.4,6.2,4.29,5.59,C Pawson,1,0,1.65,4.3,5.4,1.62,4.2,5.5,8,5,2,1,54.73684211,11,7,4,6,17,12,8,2,172.8368421,19,15,12,15,32,33,15,2,328.2368421,39,35,28,35,20,30,8,5,214.4657895,22,25,22,24,6,6,2,4,49,7,5,7,4,15,15,4,4,133.9,20,11,23,15,24,40,8,14,323.0157895,31,37,32,45,3,8,2,1,56.6,4,5,1,3,14,21,3,4,128.7904762,9,18,8,18,20,48,4,10,281.7273183,17,44,24,38,20,30,8,5,185.5342105,22,25,22,24,5,7,0,0,56.63157895,5,12,3,8,14,15,3,3,160.0726817,19,20,13,17,27,30,8,7,326.408396,45,34,32,36
D,15,0,6,2,2,West Ham,3.29,3.29,2.39,3.1,3.3,2.35,35,20,-0.25,1.75,2.08,3.2,1.86,2.02,3.27,2.34,1.8,2.17,3.37,1.91,2.06,3.4,2.41,31,,10/28/2017,E0,2,2,,TRUE,TRUE,11,18,0,19,9,2,0,A,1,Crystal Palace,2.95,3.3,2.4,TRUE,3.2,3.2,2.3,3.37,3.16,3.19,2.56,3.34,2.36,R Madley,0,2,3.3,3.3,2.4,3.1,3.3,2.4,4,7,1,1,41.26315789,2,12,4,6,12,16,1,4,159.6131579,13,23,12,17,20,36,5,12,294.6631579,29,48,23,33,38,31,12,10,337.2388889,34,31,36,31,3,10,3,0,64.65,2,8,2,5,7,16,6,3,148.15,11,16,8,10,23,33,10,6,262.6134454,31,41,30,24,5,3,0,1,49.85,6,2,3,4,12,17,0,10,120.05,16,18,7,20,33,27,0,14,258.75,30,30,26,41,38,31,12,10,262.7611111,34,31,36,31,8,5,2,1,45.26315789,11,7,4,6,14,11,5,1,124.0631579,17,25,14,16,34,40,9,6,277.5842105,25,44,28,31
H,8,0,1,0,1,Huddersfield,13,6.75,1.25,12.5,6.5,1.22,35,20,-2,2.61,1.48,12.15,1.73,2.16,6.33,1.24,2.75,1.53,14,1.79,2.26,6.9,1.29,32,,10/28/2017,E0,0,3,,FALSE,TRUE,9,10,0,16,8,0,0,D,0,Liverpool,11,6,1.25,TRUE,12,5.8,1.25,14,14,6.7,1.25,6.7,1.25,K Friend,0,3,13,6.5,1.25,12,6.5,1.25,3,5,0,2,58,2,3,5,2,10,18,0,4,161.1571429,9,16,17,11,19,30,2,5,204.0571429,12,23,22,18,,,,,,,,,,7,4,1,2,26.5,6,0,3,4,18,16,6,3,129.1394737,17,9,12,14,25,28,6,4,245.7283626,25,15,24,29,5,3,1,4,63.42105263,2,5,10,4,16,7,5,8,180.6666667,20,8,28,14,28,22,12,17,344.0532213,44,21,43,27,,,,,,,,,,3,7,0,0,65.31578947,2,12,3,7,8,23,1,5,190.6657895,9,33,8,35,19,33,1,10,393.5849624,14,50,17,76
H,14,0,13,4,0,Tottenham,3.79,3.39,2.14,3.8,3.4,2.05,35,20,-0.25,1.7,2.15,3.6,2.01,1.87,3.3,2.16,1.77,2.25,3.8,2.06,1.93,3.5,2.25,32,,10/28/2017,E0,0,1,,FALSE,TRUE,6,12,0,11,3,0,0,D,1,Man United,3.3,3.35,2.2,TRUE,3.5,3.2,2.15,3.62,3.96,3.43,2.1,3.38,2.23,J Moss,0,1,3.6,3.3,2.25,3.6,3.4,2.15,7,4,4,0,59.15,7,3,4,2,13,15,10,2,166.95,22,16,13,8,27,26,25,4,362.2394737,41,25,39,22,28,21,3,9,307.3565163,20,29,26,37,5,3,1,4,36.57894737,2,5,10,4,11,23,1,5,175.8947368,10,26,12,25,24,55,6,8,375.8315789,28,49,18,59,7,4,1,2,73.5,6,0,3,4,15,19,2,2,155.6578947,10,17,12,20,34,35,9,6,315.3894737,30,30,28,33,28,21,3,9,292.6434837,20,29,26,37,5,6,0,4,65.5,7,7,2,7,9,19,0,11,187.5921053,15,21,12,23,18,38,1,18,351.5052632,29,40,25,42
A,9,0,6,2,4,Stoke,3.79,3.6,2.04,3.75,3.4,2.05,35,19,-0.25,1.91,1.91,3.71,2.16,1.74,3.52,2.03,1.98,1.98,3.9,2.22,1.78,3.69,2.13,32,,10/28/2017,E0,1,0,,TRUE,FALSE,8,10,0,13,0,1,0,A,4,Watford,3.5,3.4,2.1,TRUE,3.7,3.4,2,3.86,4.07,3.57,2.02,3.69,2.04,M Oliver,0,0,3.9,3.6,2.05,3.75,3.5,2.05,0,5,1,8,21.1,2,8,2,8,9,22,3,11,142.8833333,17,19,12,14,33,32,6,14,264.7780702,43,31,24,35,16,30,4,4,236.9,19,27,22,15,3,8,2,1,43.4,4,5,1,3,9,18,7,4,125.3,15,13,7,16,35,32,13,8,243.2357143,32,23,33,28,6,6,2,4,51,7,5,7,4,16,18,6,7,172.3404762,16,12,15,15,28,41,13,11,334.8047619,34,22,29,36,16,30,4,4,163.1,19,27,22,15,5,2,1,2,44.9,3,7,7,1,27,8,7,2,131.85,28,18,23,5,40,18,16,5,248.5124896,45,27,40,16
A,7,0,15,5,3,Man City,1.28,6.5,11,1.25,6.25,11.5,34,19,1.75,2.48,1.53,1.25,1.94,1.93,6.18,11.86,2.6,1.57,1.29,1.98,1.98,6.83,13,32,,10/28/2017,E0,3,2,,TRUE,TRUE,1,10,0,6,4,2,1,A,2,West Brom,1.25,6,11,TRUE,1.25,5.8,13,1.26,1.29,6.4,11,6.83,12.41,M Jones,1,1,1.25,6.5,13,1.25,6.5,12,8,4,1,0,66.95,8,2,11,2,24,9,9,1,192.1404762,31,9,29,7,50,20,17,4,400.2460317,56,18,48,19,30,41,12,9,412.2,24,49,29,49,5,4,0,3,77.42105263,3,4,3,9,7,17,1,16,220.6210526,8,21,7,26,12,39,3,26,411.6774436,15,42,16,53,3,8,0,1,35.05,4,12,3,7,8,19,1,4,106.0131579,11,25,8,17,23,33,4,9,227.3409357,24,51,21,27,30,41,12,9,187.8,24,49,29,49,6,7,2,2,32.85,7,3,5,5,13,19,3,3,110.95,22,12,15,12,29,37,5,4,236.4631579,40,32,32,30
D,10,0,6,1,1,Southampton,2.45,3.2,3.29,2.45,3.1,3.1,34,18,0.25,1.54,2.44,2.4,2.06,1.83,3.13,3.21,1.6,2.55,2.5,2.11,1.88,3.3,3.35,32,,10/29/2017,E0,1,1,,TRUE,TRUE,2,9,0,7,2,1,0,A,3,Brighton,2.5,3.3,2.85,TRUE,2.37,3,3.2,2.43,2.36,3.29,3.42,3.23,3.35,N Swarbrick,0,1,2.45,3.13,3.3,2.38,3.2,3.25,6,5,1,3,63.35,10,3,6,7,15,15,2,3,167.4111111,19,14,16,23,31,30,7,9,310.5163743,31,29,27,48,,,,,,,,,,3,8,0,1,64.95,4,12,3,7,16,19,3,3,180.0477444,16,23,16,19,22,46,7,6,333.9477444,31,52,30,38,3,10,3,0,35.35,2,8,2,5,12,22,4,4,99.11842105,13,22,7,26,25,31,4,6,197.6684211,24,35,17,34,,,,,,,,,,1,7,1,1,42.55,5,6,8,4,15,11,2,5,148.5,19,11,20,15,25,14,3,6,172.05,26,13,27,18
